#ID Interactor A	ID Interactor B	Alt IDs Interactor A	Alt IDs Interactor B	Aliases Interactor A	Aliases Interactor B	Interaction Detection Method	Publication 1st Author	Publication Identifiers	Taxid Interactor A	Taxid Interactor B	Interaction Types	Source Database	Interaction Identifiers	Confidence Values
entrez gene/locuslink:7015	entrez gene/locuslink:3303	biogrid:112874|entrez gene/locuslink:TERT	biogrid:109535|entrez gene/locuslink:HSPA1A|entrez gene/locuslink:DAQB-147D11.1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:HEL-S-103(gene name synonym)|entrez gene/locuslink:HSP70-1(gene name synonym)|entrez gene/locuslink:HSP70-1A(gene name synonym)|entrez gene/locuslink:HSP70I(gene name synonym)|entrez gene/locuslink:HSP72(gene name synonym)|entrez gene/locuslink:HSPA1(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lee JH (2010)"	pubmed:20959453	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:682963	-
entrez gene/locuslink:7015	entrez gene/locuslink:10728	biogrid:112874|entrez gene/locuslink:TERT	biogrid:115952|entrez gene/locuslink:PTGES3	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:P23(gene name synonym)|entrez gene/locuslink:TEBP(gene name synonym)|entrez gene/locuslink:cPGES(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lee JH (2010)"	pubmed:20959453	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:682964	-
entrez gene/locuslink:7015	entrez gene/locuslink:3320	biogrid:112874|entrez gene/locuslink:TERT	biogrid:109552|entrez gene/locuslink:HSP90AA1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:EL52(gene name synonym)|entrez gene/locuslink:HSP86(gene name synonym)|entrez gene/locuslink:HSP89A(gene name synonym)|entrez gene/locuslink:HSP90A(gene name synonym)|entrez gene/locuslink:HSP90N(gene name synonym)|entrez gene/locuslink:HSPC1(gene name synonym)|entrez gene/locuslink:HSPCA(gene name synonym)|entrez gene/locuslink:HSPCAL1(gene name synonym)|entrez gene/locuslink:HSPCAL4(gene name synonym)|entrez gene/locuslink:HSPN(gene name synonym)|entrez gene/locuslink:Hsp89(gene name synonym)|entrez gene/locuslink:Hsp90(gene name synonym)|entrez gene/locuslink:LAP-2(gene name synonym)|entrez gene/locuslink:LAP2(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lee JH (2010)"	pubmed:19751963	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:724586	-
entrez gene/locuslink:7015	entrez gene/locuslink:10728	biogrid:112874|entrez gene/locuslink:TERT	biogrid:115952|entrez gene/locuslink:PTGES3	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:P23(gene name synonym)|entrez gene/locuslink:TEBP(gene name synonym)|entrez gene/locuslink:cPGES(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Lee JH (2010)"	pubmed:19751963	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:724587	-
entrez gene/locuslink:7015	entrez gene/locuslink:8445	biogrid:112874|entrez gene/locuslink:TERT	biogrid:114023|entrez gene/locuslink:DYRK2	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	-	psi-mi:"MI:0004"(affinity chromatography technology)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:817486	-
entrez gene/locuslink:8445	entrez gene/locuslink:7015	biogrid:114023|entrez gene/locuslink:DYRK2	biogrid:112874|entrez gene/locuslink:TERT	-	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:817487	-
entrez gene/locuslink:8445	entrez gene/locuslink:7015	biogrid:114023|entrez gene/locuslink:DYRK2	biogrid:112874|entrez gene/locuslink:TERT	-	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0415"(enzymatic study)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:817488	-
entrez gene/locuslink:51366	entrez gene/locuslink:7015	biogrid:119501|entrez gene/locuslink:UBR5	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:DD5(gene name synonym)|entrez gene/locuslink:EDD(gene name synonym)|entrez gene/locuslink:EDD1(gene name synonym)|entrez gene/locuslink:HYD(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:817490	-
entrez gene/locuslink:1642	entrez gene/locuslink:7015	biogrid:108009|entrez gene/locuslink:DDB1	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:DDBA(gene name synonym)|entrez gene/locuslink:UV-DDB1(gene name synonym)|entrez gene/locuslink:XAP1(gene name synonym)|entrez gene/locuslink:XPCE(gene name synonym)|entrez gene/locuslink:XPE(gene name synonym)|entrez gene/locuslink:XPE-BF(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:817491	-
entrez gene/locuslink:9730	entrez gene/locuslink:7015	biogrid:115079|entrez gene/locuslink:VPRBP	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:DCAF1(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:817492	-
entrez gene/locuslink:7015	entrez gene/locuslink:51366	biogrid:112874|entrez gene/locuslink:TERT	biogrid:119501|entrez gene/locuslink:UBR5	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:DD5(gene name synonym)|entrez gene/locuslink:EDD(gene name synonym)|entrez gene/locuslink:EDD1(gene name synonym)|entrez gene/locuslink:HYD(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:817495	-
entrez gene/locuslink:8445	entrez gene/locuslink:7015	biogrid:114023|entrez gene/locuslink:DYRK2	biogrid:112874|entrez gene/locuslink:TERT	-	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0415"(enzymatic study)	"Jung HY (2013)"	pubmed:23362280	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:817496	-
entrez gene/locuslink:7015	entrez gene/locuslink:8607	biogrid:112874|entrez gene/locuslink:TERT	biogrid:114166|entrez gene/locuslink:RUVBL1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ECP54(gene name synonym)|entrez gene/locuslink:INO80H(gene name synonym)|entrez gene/locuslink:NMP238(gene name synonym)|entrez gene/locuslink:PONTIN(gene name synonym)|entrez gene/locuslink:Pontin52(gene name synonym)|entrez gene/locuslink:RVB1(gene name synonym)|entrez gene/locuslink:TIH1(gene name synonym)|entrez gene/locuslink:TIP49(gene name synonym)|entrez gene/locuslink:TIP49A(gene name synonym)	psi-mi:"MI:0401"(biochemical)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0463"(biogrid)	biogrid:824144	-
entrez gene/locuslink:7015	entrez gene/locuslink:10856	biogrid:112874|entrez gene/locuslink:TERT	biogrid:116067|entrez gene/locuslink:RUVBL2|entrez gene/locuslink:CGI-46	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ECP51(gene name synonym)|entrez gene/locuslink:INO80J(gene name synonym)|entrez gene/locuslink:REPTIN(gene name synonym)|entrez gene/locuslink:RVB2(gene name synonym)|entrez gene/locuslink:TIH2(gene name synonym)|entrez gene/locuslink:TIP48(gene name synonym)|entrez gene/locuslink:TIP49B(gene name synonym)	psi-mi:"MI:0401"(biochemical)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:0463"(biogrid)	biogrid:824145	-
entrez gene/locuslink:7015	entrez gene/locuslink:8607	biogrid:112874|entrez gene/locuslink:TERT	biogrid:114166|entrez gene/locuslink:RUVBL1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ECP54(gene name synonym)|entrez gene/locuslink:INO80H(gene name synonym)|entrez gene/locuslink:NMP238(gene name synonym)|entrez gene/locuslink:PONTIN(gene name synonym)|entrez gene/locuslink:Pontin52(gene name synonym)|entrez gene/locuslink:RVB1(gene name synonym)|entrez gene/locuslink:TIH1(gene name synonym)|entrez gene/locuslink:TIP49(gene name synonym)|entrez gene/locuslink:TIP49A(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824146	-
entrez gene/locuslink:7015	entrez gene/locuslink:10856	biogrid:112874|entrez gene/locuslink:TERT	biogrid:116067|entrez gene/locuslink:RUVBL2|entrez gene/locuslink:CGI-46	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ECP51(gene name synonym)|entrez gene/locuslink:INO80J(gene name synonym)|entrez gene/locuslink:REPTIN(gene name synonym)|entrez gene/locuslink:RVB2(gene name synonym)|entrez gene/locuslink:TIH2(gene name synonym)|entrez gene/locuslink:TIP48(gene name synonym)|entrez gene/locuslink:TIP49B(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824147	-
entrez gene/locuslink:7015	entrez gene/locuslink:8607	biogrid:112874|entrez gene/locuslink:TERT	biogrid:114166|entrez gene/locuslink:RUVBL1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ECP54(gene name synonym)|entrez gene/locuslink:INO80H(gene name synonym)|entrez gene/locuslink:NMP238(gene name synonym)|entrez gene/locuslink:PONTIN(gene name synonym)|entrez gene/locuslink:Pontin52(gene name synonym)|entrez gene/locuslink:RVB1(gene name synonym)|entrez gene/locuslink:TIH1(gene name synonym)|entrez gene/locuslink:TIP49(gene name synonym)|entrez gene/locuslink:TIP49A(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824148	-
entrez gene/locuslink:7015	entrez gene/locuslink:10856	biogrid:112874|entrez gene/locuslink:TERT	biogrid:116067|entrez gene/locuslink:RUVBL2|entrez gene/locuslink:CGI-46	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ECP51(gene name synonym)|entrez gene/locuslink:INO80J(gene name synonym)|entrez gene/locuslink:REPTIN(gene name synonym)|entrez gene/locuslink:RVB2(gene name synonym)|entrez gene/locuslink:TIH2(gene name synonym)|entrez gene/locuslink:TIP48(gene name synonym)|entrez gene/locuslink:TIP49B(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824149	-
entrez gene/locuslink:8607	entrez gene/locuslink:7015	biogrid:114166|entrez gene/locuslink:RUVBL1	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:ECP54(gene name synonym)|entrez gene/locuslink:INO80H(gene name synonym)|entrez gene/locuslink:NMP238(gene name synonym)|entrez gene/locuslink:PONTIN(gene name synonym)|entrez gene/locuslink:Pontin52(gene name synonym)|entrez gene/locuslink:RVB1(gene name synonym)|entrez gene/locuslink:TIH1(gene name synonym)|entrez gene/locuslink:TIP49(gene name synonym)|entrez gene/locuslink:TIP49A(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824242	-
entrez gene/locuslink:10856	entrez gene/locuslink:7015	biogrid:116067|entrez gene/locuslink:RUVBL2|entrez gene/locuslink:CGI-46	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:ECP51(gene name synonym)|entrez gene/locuslink:INO80J(gene name synonym)|entrez gene/locuslink:REPTIN(gene name synonym)|entrez gene/locuslink:RVB2(gene name synonym)|entrez gene/locuslink:TIH2(gene name synonym)|entrez gene/locuslink:TIP48(gene name synonym)|entrez gene/locuslink:TIP49B(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824243	-
entrez gene/locuslink:7015	entrez gene/locuslink:7012	biogrid:112874|entrez gene/locuslink:TERT	biogrid:112871|entrez gene/locuslink:TERC	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:DKCA1(gene name synonym)|entrez gene/locuslink:PFBMFT2(gene name synonym)|entrez gene/locuslink:SCARNA19(gene name synonym)|entrez gene/locuslink:TR(gene name synonym)|entrez gene/locuslink:TRC3(gene name synonym)|entrez gene/locuslink:hTR(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824251	-
entrez gene/locuslink:1736	entrez gene/locuslink:7015	biogrid:108080|entrez gene/locuslink:DKC1	biogrid:112874|entrez gene/locuslink:TERT	entrez gene/locuslink:CBF5(gene name synonym)|entrez gene/locuslink:DKC(gene name synonym)|entrez gene/locuslink:DKCX(gene name synonym)|entrez gene/locuslink:NAP57(gene name synonym)|entrez gene/locuslink:NOLA4(gene name synonym)|entrez gene/locuslink:XAP101(gene name synonym)	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0004"(affinity chromatography technology)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0463"(biogrid)	biogrid:824254	-
entrez gene/locuslink:7015	entrez gene/locuslink:8607	biogrid:112874|entrez gene/locuslink:TERT	biogrid:114166|entrez gene/locuslink:RUVBL1	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	entrez gene/locuslink:ECP54(gene name synonym)|entrez gene/locuslink:INO80H(gene name synonym)|entrez gene/locuslink:NMP238(gene name synonym)|entrez gene/locuslink:PONTIN(gene name synonym)|entrez gene/locuslink:Pontin52(gene name synonym)|entrez gene/locuslink:RVB1(gene name synonym)|entrez gene/locuslink:TIH1(gene name synonym)|entrez gene/locuslink:TIP49(gene name synonym)|entrez gene/locuslink:TIP49A(gene name synonym)	psi-mi:"MI:0096"(pull down)	"Venteicher AS (2008)"	pubmed:18358808	taxid:9606	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:824269	-
entrez gene/locuslink:155807	entrez gene/locuslink:7015	biogrid:1205540|entrez gene/locuslink:vpr|entrez gene/locuslink:HIV1gp4	biogrid:112874|entrez gene/locuslink:TERT	-	entrez gene/locuslink:CMM9(gene name synonym)|entrez gene/locuslink:DKCA2(gene name synonym)|entrez gene/locuslink:DKCB4(gene name synonym)|entrez gene/locuslink:EST2(gene name synonym)|entrez gene/locuslink:PFBMFT1(gene name synonym)|entrez gene/locuslink:TCS1(gene name synonym)|entrez gene/locuslink:TP2(gene name synonym)|entrez gene/locuslink:TRT(gene name synonym)|entrez gene/locuslink:hEST2(gene name synonym)|entrez gene/locuslink:hTRT(gene name synonym)	psi-mi:"MI:0415"(enzymatic study)	"Wang X (2013)"	pubmed:23612978	taxid:11676	taxid:9606	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0463"(biogrid)	biogrid:859766	-
