whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	1263(Molecular Connections)	1335(HPIDb)	IMEx	protein_evidence
A0A178VNL4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNL7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNL8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNM9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNN9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNP9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNQ9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNR9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNS9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNT9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNU9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNV9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNW0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNW2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNW3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNW6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNW7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNW8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNW9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNX7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNY8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VNZ9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP00	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP01	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP03	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP04	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP05	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP06	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP07	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP08	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP09	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP10	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP11	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP12	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP13	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP14	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP15	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP16	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP17	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP18	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP19	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP20	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP21	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP22	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP23	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP26	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP27	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP28	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP29	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP31	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP32	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP34	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP35	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP36	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP37	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP38	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP39	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP40	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP41	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP42	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP43	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP44	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP45	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP46	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP47	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP48	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP49	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP50	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP52	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP53	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP54	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP55	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP57	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP58	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP59	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP61	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP62	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP63	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP64	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP65	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP66	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP67	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP69	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP70	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP71	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP72	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP73	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP74	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP75	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP76	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP77	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP78	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP79	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP80	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP82	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP83	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP84	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP85	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP86	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP87	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP89	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP90	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP91	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP92	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP93	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP94	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP96	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP97	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP98	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VP99	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPA9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPB9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPC9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPD9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPE9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPF8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPG9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPH9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPI0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPI1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPI2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPI4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPI5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPI7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPI8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPJ9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPK9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPL9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPM9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPN9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPP9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPQ9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPR9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPS9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPT9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPU8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPV9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPW0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPW1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPW2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPW4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPW5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPW6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPW8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX7	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPX9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY1	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY3	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY4	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY5	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY6	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY8	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPY9	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPZ0	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPZ2	1	0	0	0	0	0	0	0	0	0	0	0
A0A178VPZ4	1	0	0	0	0	0	0	0	0	0	0	0
