whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	1263(Molecular Connections)	1335(HPIDb)	IMEx	protein_evidence
Q9M8S0	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8S1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8S3	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8S5	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8S6	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8S7	1	1	0	0	0	0	0	0	0	0	0	1
Q9M8T0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8T1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8T2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8U1	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8U2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8U3	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8U4	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8W6	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8X0	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8X7	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8X8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8X9	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8Y0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8Y1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8Y2	1	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M8Y3	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8Y6	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8Y7	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8Y8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8Y9	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8Z1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M8Z2	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8Z4	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8Z6	1	0	0	0	0	0	0	0	0	0	0	0
Q9M8Z9	1	1	0	0	0	0	0	0	0	0	0	0
Q9M900	1	1	0	0	0	0	0	0	0	0	0	0
Q9M902	1	0	0	0	0	0	0	0	0	0	0	0
Q9M904	1	0	0	0	0	0	0	0	0	0	0	0
Q9M905	1	0	0	0	0	0	0	0	0	0	0	0
Q9M909	1	1	0	0	0	0	0	0	0	0	0	0
Q9M910	1	1	0	0	0	0	0	0	0	0	0	0
Q9M911	1	0	0	0	0	0	0	0	0	0	0	0
Q9M912	1	0	0	0	0	0	0	0	0	0	0	0
Q9M994	1	0	0	0	0	0	0	0	0	0	0	0
Q9M996	1	0	0	0	0	0	0	0	0	0	0	0
Q9M997	1	0	0	0	0	0	0	0	0	0	0	0
Q9M998	1	0	0	0	0	0	0	0	0	0	0	0
Q9M999	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9A0	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9A1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9A2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9A3	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9A4	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9A5	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9A9	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9B0	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9B1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9B4	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9B5	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9B7	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9C3	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9C4	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9C5	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9C7	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9C8	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9C9	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9D0	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9D1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9D2	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9D3	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9D4	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9D5	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9D6	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9D8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9D9	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9E4	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9E6	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9F0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9F3	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9F6	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9F8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9G0	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9G1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9G2	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9G6	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9G8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9H0	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9H1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9H2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9H3	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9H4	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9H8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9I0	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9K7	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9L0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9L1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9L2	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9L3	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9L5	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9L9	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9M0	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9M1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9M5	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9M7	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9M9	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9N1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9N2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9N3	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9N4	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9N5	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9N6	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9N9	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9P1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9P2	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9P5	1	1	uniprotkb	3702	0	1	0	0	0	0	1	0
Q9M9P6	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9P7	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9P9	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Q1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9Q2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9Q5	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Q7	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Q8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9R3	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9R5	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9R8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9S0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9S1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9S5	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9S6	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9S7	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9S8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9S9	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9T1	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9T2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9T5	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9T6	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9T8	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9T9	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9U1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9U2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9U3	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9U5	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9U7	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9U8	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9V3	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9V4	1	1	0	0	0	0	0	0	0	0	0	1
Q9M9V8	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9W0	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9W2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9W3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9W5	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9W9	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0
Q9M9X0	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9X1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9X2	1	1	0	0	0	0	0	0	0	0	0	0
Q9M9X3	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Y0	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Y1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Y2	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Y3	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Y4	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9Y6	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9M9Z1	1	0	0	0	0	0	0	0	0	0	0	0
Q9M9Z5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA00	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA02	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA05	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA09	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA11	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA13	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA21	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA24	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA27	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA36	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA39	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA40	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MA42	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA47	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA48	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA52	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA55	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MA56	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA57	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA58	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA59	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA61	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA64	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA65	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA67	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA68	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA69	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA70	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA71	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA72	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA73	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA75	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MA76	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA77	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA78	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA79	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MA80	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA82	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA84	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA87	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA89	1	1	0	0	0	0	0	0	0	0	0	0
Q9MA91	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA94	1	0	0	0	0	0	0	0	0	0	0	0
Q9MA98	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAA6	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAA7	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAA8	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAA9	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAB0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAB1	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAB2	1	1	0	0	0	0	0	0	0	0	0	1
Q9MAB3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAB4	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAB5	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAB7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAB9	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAC0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAC1	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAC3	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAC4	1	1	0	0	0	0	0	0	0	0	0	1
Q9MAC6	1	1	0	0	0	0	0	0	0	0	0	1
Q9MAC7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAC8	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAD0	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAD2	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAD3	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAD4	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAD5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAD6	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAG2	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAG4	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAG7	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAH0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAH3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAH5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAH6	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAH9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI1	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI2	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI3	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI4	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI5	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAI6	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAI8	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAI9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAJ0	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAJ1	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAJ3	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAJ5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAJ8	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAJ9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK1	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK2	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK3	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK6	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK7	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAK8	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAK9	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAL1	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAL2	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAL3	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAL5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAL6	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAL7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAL8	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAL9	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAM0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAM1	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAM2	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAM3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAM4	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAN2	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAN4	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAN8	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAP0	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAP9	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAQ0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAQ4	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAQ5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAQ6	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAQ7	1	1	0	0	0	0	0	0	0	0	0	1
Q9MAQ9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAR0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAR1	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAR2	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAR4	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAR5	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAR7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAR9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAS0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAS1	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAS7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAS8	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAS9	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAT0	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAT1	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAT3	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAT5	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0
Q9MAT7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAT8	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAU1	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAU3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9MAU4	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAU7	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAU9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAV0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAV1	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAV4	1	1	0	0	0	0	0	0	0	0	0	0
Q9MAV6	1	0	0	0	0	0	0	0	0	0	0	0
Q9MAX3	0	0	uniprotkb	3702	0	0	1	0	0	0	1	0
Q9MBA2	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0
Q9MBF9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBG0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBG1	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBG2	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBG3	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBG4	1	1	0	0	0	0	0	0	0	0	0	0
Q9MBG6	1	1	0	0	0	0	0	0	0	0	0	0
Q9MBG7	1	1	0	0	0	0	0	0	0	0	0	0
Q9MBG8	1	1	0	0	0	0	0	0	0	0	0	0
Q9MBG9	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBH0	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBH3	1	0	0	0	0	0	0	0	0	0	0	0
Q9MBH4	1	0	0	0	0	0	0	0	0	0	0	0
Q9MVP0	1	0	0	0	0	0	0	0	0	0	0	0
Q9S6Z7	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S6Z9	1	1	0	0	0	0	0	0	0	0	0	0
Q9S701	1	1	0	0	0	0	0	0	0	0	0	0
Q9S710	1	1	0	0	0	0	0	0	0	0	0	0
Q9S712	1	0	0	0	0	0	0	0	0	0	0	0
Q9S713	0	0	uniprotkb	3702	0	1	0	0	0	0	1	0
Q9S721	1	1	0	0	0	0	0	0	0	0	0	0
Q9S724	1	1	0	0	0	0	0	0	0	0	0	0
Q9S726	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0
Q9S731	1	0	0	0	0	0	0	0	0	0	0	0
Q9S732	1	1	0	0	0	0	0	0	0	0	0	0
Q9S736	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S739	1	0	0	0	0	0	0	0	0	0	0	0
Q9S743	1	0	0	0	0	0	0	0	0	0	0	0
Q9S744	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S745	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S750	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0
Q9S752	0	0	uniprotkb	3702	0	1	1	0	0	0	1	0
Q9S754	1	1	0	0	0	0	0	0	0	0	0	0
Q9S755	1	0	0	0	0	0	0	0	0	0	0	0
Q9S757	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S761	1	1	0	0	0	0	0	0	0	0	0	0
Q9S770	1	0	0	0	0	0	0	0	0	0	0	0
Q9S773	1	1	0	0	0	0	0	0	0	0	0	0
Q9S781	1	1	0	0	0	0	0	0	0	0	0	0
Q9S790	1	1	0	0	0	0	0	0	0	0	0	0
Q9S791	1	1	0	0	0	0	0	0	0	0	0	1
Q9S799	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7A6	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7B4	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7B6	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7C1	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7D2	1	1	uniprotkb	3702	1	0	0	0	0	0	1	1
Q9S7D5	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7D6	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7D7	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7E2	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7E4	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7E5	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7E8	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7F8	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7G1	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7G8	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7H1	0	0	uniprotkb	3702	1	1	0	0	0	0	1	0
Q9S7H3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7H5	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7I4	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7I7	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7J7	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7J8	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7K2	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7L6	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7L7	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7L9	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7M2	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7M7	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7N6	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7P2	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7P4	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7P9	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7Q2	0	0	uniprotkb	3702	0	1	0	0	0	0	1	0
Q9S7Q5	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7Q7	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7R2	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7R5	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7R9	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7S3	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7S4	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7S5	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7T4	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7T5	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7U1	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7U2	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7U3	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7U7	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7U9	0	0	uniprotkb	3702	1	0	1	0	0	0	1	0
Q9S7V4	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7V5	1	1	0	0	0	0	0	0	0	0	0	1
Q9S7V6	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7W4	1	1	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7W5	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7X2	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7X5	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7X9	1	1	0	0	0	0	0	0	0	0	0	0
Q9S7Y5	1	0	0	0	0	0	0	0	0	0	0	0
Q9S7Y7	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7Z2	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S7Z3	0	0	uniprotkb	3702	1	0	0	0	0	0	1	0
Q9S804	1	1	0	0	0	0	0	0	0	0	0	0
