whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	0974(InnateDB)	1222(mbinfo)	1262(I2D)	1263(Molecular Connections)	1332(bhf-ucl)	1335(HPIDb)	IMEx	missing_protein_evidence
Q8C8J1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8J2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8J3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8J4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8J5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8J9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8K0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C8K1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C8K6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C8L0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8L1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8L2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8L4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8L6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8L8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8M1	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C8M3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8M4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8M7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8M9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8N0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8N1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8N2	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C8N4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8P0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8P2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8P3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8P7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8P9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Q0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Q1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Q3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Q4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Q7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Q9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8R0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8R2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8R3	0	0	uniprotkb	10090	1	1	1	0	0	0	0	0	0	0	1	0
Q8C8R7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8R9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8S0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C8S5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8S6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C8S8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8T0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8T4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8T5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8T6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8T9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8U0	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
Q8C8U2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8U3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8U6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8U8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8U9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8V0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8V2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8V3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8V8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8V9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8W0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8W6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8W7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8W8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8X3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8X5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8X6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8X8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8X9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Y1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Y2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C8Y3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Y6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Y8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Z0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Z3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Z4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Z6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C8Z9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C900	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C901	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C904	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C905	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C907	1	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1
Q8C908	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C910	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C913	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C914	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C918	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C919	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C922	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C926	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C928	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C929	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C933	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C938	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C939	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C940	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C943	1	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1
Q8C944	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C945	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C949	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C950	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C952	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C954	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C955	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C959	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C961	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C964	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C967	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C971	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C975	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C976	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C977	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C978	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C983	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C985	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C987	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C988	1	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1
Q8C991	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C992	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C993	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C994	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C995	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C997	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9A0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9A6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C9A9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9B1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9B4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9B6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9B8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9B9	0	0	uniprotkb	10090	1	1	0	0	0	0	0	0	0	0	1	0
Q8C9C1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C9C2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9C6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9C8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9C9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9D0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9D1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9D2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9D3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9D4	1	1	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C9D5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9D9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9E1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9E2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9E4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9E5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9E6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9E7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9F3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9F4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9F8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9F9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9G9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9H0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9H3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9H6	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C9I2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9I3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9I8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9I9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9J1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9J2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9J3	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C9K0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9K1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9K4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9K5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9K6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9K7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9K8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9L0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9L1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9L4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9L6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9L7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9M0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9M1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9M2	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C9M3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9M4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9M5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9M6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9M8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C9M9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9N0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9N2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9N6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9N7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9P2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9P4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9P7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9P8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Q2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Q5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Q7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Q9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9R0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9R1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9R7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9R8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9S3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9S7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C9T2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9T9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9U2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9U4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9U5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9U7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9V5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C9V6	1	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	1
Q8C9V9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9W1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9W2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9W4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9W5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9W6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9X0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9X3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C9X6	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8C9X7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9X9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Y1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Y7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Y8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Y9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Z1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Z2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Z4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Z5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Z8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8C9Z9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA02	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA04	1	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	1
Q8CA06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA07	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA09	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA25	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CA26	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA40	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CA46	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA53	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA61	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA63	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CA64	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA68	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA69	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA72	0	0	uniprotkb	10090	0	1	0	0	0	0	0	0	0	0	1	0
Q8CA76	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA83	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CA86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA87	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA92	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA95	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8CA96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA97	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CA99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAA2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAA7	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8CAB2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAB3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAB4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAB6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAB7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAB9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAC1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAC4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAC6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAD1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CAD4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAD6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAD9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAE1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAE5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CAE6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAE8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAF4	0	0	uniprotkb	10090	1	0	0	0	0	0	0	0	0	0	1	0
Q8CAF6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAF8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAG0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAG1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAG2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAG3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAG4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAG6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CAG7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAG8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CAG9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAH1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAH2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAH3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q8CAH4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
