whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	1263(Molecular Connections)	1335(HPIDb)	IMEx
Q94AJ7	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AK1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AK6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AK8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AK9	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AL1	1	1	0	0	0	0	0	0	0	0	0
Q94AL3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AL6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AL8	1	1	0	0	0	0	0	0	0	0	0
Q94AL9	1	1	0	0	0	0	0	0	0	0	0
Q94AM1	1	1	0	0	0	0	0	0	0	0	0
Q94AM9	1	1	uniprotkb	3702	1	0	1	0	0	0	1
Q94AN4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AP0	1	1	0	0	0	0	0	0	0	0	0
Q94AP2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AP3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AQ6	1	1	0	0	0	0	0	0	0	0	0
Q94AQ8	1	1	0	0	0	0	0	0	0	0	0
Q94AQ9	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q94AR4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AR6	1	1	0	0	0	0	0	0	0	0	0
Q94AR8	1	1	0	0	0	0	0	0	0	0	0
Q94AS5	1	1	0	0	0	0	0	0	0	0	0
Q94AS9	1	1	0	0	0	0	0	0	0	0	0
Q94AT1	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q94AT5	1	1	0	0	0	0	0	0	0	0	0
Q94AU2	1	1	0	0	0	0	0	0	0	0	0
Q94AU3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AU5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AU7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AU9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AV5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AW5	1	1	0	0	0	0	0	0	0	0	0
Q94AW8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AW9	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94AX2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AX4	1	1	0	0	0	0	0	0	0	0	0
Q94AX5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AY1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AY3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AZ2	1	1	0	0	0	0	0	0	0	0	0
Q94AZ4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94AZ8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94B08	1	1	0	0	0	0	0	0	0	0	0
Q94B35	1	1	0	0	0	0	0	0	0	0	0
Q94B38	1	1	0	0	0	0	0	0	0	0	0
Q94B39	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94B40	1	1	0	0	0	0	0	0	0	0	0
Q94B46	1	1	0	0	0	0	0	0	0	0	0
Q94B55	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94B59	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94B60	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94B65	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94B71	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94B74	1	1	0	0	0	0	0	0	0	0	0
Q94B75	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94B77	1	1	0	0	0	0	0	0	0	0	0
Q94B78	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BM7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BN0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BN2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BN8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BP0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BP3	1	1	0	0	0	0	0	0	0	0	0
Q94BP7	1	1	0	0	0	0	0	0	0	0	0
Q94BQ2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BQ3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BQ6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BR1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BR2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BR4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BR5	1	1	0	0	0	0	0	0	0	0	0
Q94BS7	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BS8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BT0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BT2	1	1	0	0	0	0	0	0	0	0	0
Q94BT6	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q94BT9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BU1	1	1	0	0	0	0	0	0	0	0	0
Q94BU4	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BU7	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BU8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BU9	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BV2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BV4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94BV5	1	1	0	0	0	0	0	0	0	0	0
Q94BV6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BV7	1	1	0	0	0	0	0	0	0	0	0
Q94BW0	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BX2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BX4	1	1	0	0	0	0	0	0	0	0	0
Q94BY1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BY2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BY6	1	1	0	0	0	0	0	0	0	0	0
Q94BY7	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BY8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BZ0	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94BZ1	1	1	0	0	0	0	0	0	0	0	0
Q94BZ5	1	1	0	0	0	0	0	0	0	0	0
Q94BZ7	1	1	0	0	0	0	0	0	0	0	0
Q94C11	1	1	0	0	0	0	0	0	0	0	0
Q94C12	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94C20	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94C25	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94C26	1	1	0	0	0	0	0	0	0	0	0
Q94C27	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94C32	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94C33	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94C37	1	1	0	0	0	0	0	0	0	0	0
Q94C40	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94C48	1	1	0	0	0	0	0	0	0	0	0
Q94C49	1	1	0	0	0	0	0	0	0	0	0
Q94C53	1	1	0	0	0	0	0	0	0	0	0
Q94C57	1	1	0	0	0	0	0	0	0	0	0
Q94C59	1	1	0	0	0	0	0	0	0	0	0
Q94C60	1	1	0	0	0	0	0	0	0	0	0
Q94C65	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94C69	1	1	0	0	0	0	0	0	0	0	0
Q94C70	1	1	0	0	0	0	0	0	0	0	0
Q94C74	1	1	0	0	0	0	0	0	0	0	0
Q94C75	1	1	0	0	0	0	0	0	0	0	0
Q94C77	1	1	0	0	0	0	0	0	0	0	0
Q94C95	1	1	0	0	0	0	0	0	0	0	0
Q94CA0	1	1	0	0	0	0	0	0	0	0	0
Q94CB1	1	1	0	0	0	0	0	0	0	0	0
Q94CC0	1	1	0	0	0	0	0	0	0	0	0
Q94CC9	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94CD1	1	1	0	0	0	0	0	0	0	0	0
Q94CD4	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94CD5	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q94CD8	1	1	0	0	0	0	0	0	0	0	0
Q94CE3	1	1	0	0	0	0	0	0	0	0	0
Q94CE4	1	1	uniprotkb	3702	1	0	1	0	0	0	1
Q94CE5	1	1	0	0	0	0	0	0	0	0	0
Q94CF0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94CG0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94CG2	1	1	0	0	0	0	0	0	0	0	0
Q94CH5	1	1	0	0	0	0	0	0	0	0	0
Q94CH6	1	1	0	0	0	0	0	0	0	0	0
Q94CH7	1	1	0	0	0	0	0	0	0	0	0
Q94CH8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94CI6	1	1	0	0	0	0	0	0	0	0	0
Q94CI7	1	1	0	0	0	0	0	0	0	0	0
Q94CJ5	1	1	0	0	0	0	0	0	0	0	0
Q94CJ8	1	1	0	0	0	0	0	0	0	0	0
Q94CK3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94CK4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94CK9	1	1	0	0	0	0	0	0	0	0	0
Q94CL6	1	1	0	0	0	0	0	0	0	0	0
Q94CL7	1	1	0	0	0	0	0	0	0	0	0
Q94CL8	1	1	0	0	0	0	0	0	0	0	0
Q94CL9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94EG6	1	1	0	0	0	0	0	0	0	0	0
Q94EG9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94EH2	1	1	0	0	0	0	0	0	0	0	0
Q94EH8	1	1	0	0	0	0	0	0	0	0	0
Q94EI3	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q94EI6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94EI9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94EJ2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94EJ6	1	1	0	0	0	0	0	0	0	0	0
Q94EY8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94F00	1	1	0	0	0	0	0	0	0	0	0
Q94F08	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94F09	1	1	0	0	0	0	0	0	0	0	0
Q94F12	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94F20	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94F27	1	1	0	0	0	0	0	0	0	0	0
Q94F30	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94F39	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94F40	1	1	0	0	0	0	0	0	0	0	0
Q94F46	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94F47	1	1	0	0	0	0	0	0	0	0	0
Q94F49	1	1	0	0	0	0	0	0	0	0	0
Q94F51	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94F57	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94F58	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94F62	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94F87	1	1	0	0	0	0	0	0	0	0	0
Q94F88	1	1	0	0	0	0	0	0	0	0	0
Q94FB9	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q94FL5	1	1	0	0	0	0	0	0	0	0	0
Q94FN2	1	1	0	0	0	0	0	0	0	0	0
Q94FT1	1	1	0	0	0	0	0	0	0	0	0
Q94FT2	1	1	0	0	0	0	0	0	0	0	0
Q94FY7	1	1	0	0	0	0	0	0	0	0	0
Q94GB1	1	1	0	0	0	0	0	0	0	0	0
Q94HV7	1	1	0	0	0	0	0	0	0	0	0
Q94HV8	1	1	0	0	0	0	0	0	0	0	0
Q94IA6	1	1	0	0	0	0	0	0	0	0	0
Q94IB8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94ID1	1	1	0	0	0	0	0	0	0	0	0
Q94ID2	1	1	0	0	0	0	0	0	0	0	0
Q94ID3	1	1	0	0	0	0	0	0	0	0	0
Q94ID6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94II3	1	1	0	0	0	0	0	0	0	0	0
Q94II5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94IU8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94JL3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JM2	1	1	0	0	0	0	0	0	0	0	0
Q94JM3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JQ3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JQ4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JQ6	1	1	0	0	0	0	0	0	0	0	0
Q94JR1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94JR6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JS0	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94JS4	1	1	0	0	0	0	0	0	0	0	0
Q94JT6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94JU2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JU3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JV1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94JV2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94JV4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JV5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JV8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94JW0	1	1	0	0	0	0	0	0	0	0	0
Q94JW8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JX5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JX6	1	1	0	0	0	0	0	0	0	0	0
Q94JX9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JY4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94JZ8	1	1	uniprotkb	3702	0	0	1	0	0	0	1
Q94K00	1	1	0	0	0	0	0	0	0	0	0
Q94K01	1	1	0	0	0	0	0	0	0	0	0
Q94K05	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94K07	1	1	uniprotkb	3702	1	0	1	0	0	0	1
Q94K18	1	1	0	0	0	0	0	0	0	0	0
Q94K30	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94K34	1	1	0	0	0	0	0	0	0	0	0
Q94K41	1	1	0	0	0	0	0	0	0	0	0
Q94K43	1	1	0	0	0	0	0	0	0	0	0
Q94K58	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94K66	1	1	0	0	0	0	0	0	0	0	0
Q94K71	1	1	0	0	0	0	0	0	0	0	0
Q94K73	1	1	0	0	0	0	0	0	0	0	0
Q94K75	1	1	0	0	0	0	0	0	0	0	0
Q94K78	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94K80	1	1	0	0	0	0	0	0	0	0	0
Q94K98	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94KB1	1	1	0	0	0	0	0	0	0	0	0
Q94KB2	1	1	0	0	0	0	0	0	0	0	0
Q94KB4	1	1	0	0	0	0	0	0	0	0	0
Q94KB7	1	1	0	0	0	0	0	0	0	0	0
Q94KB9	1	1	0	0	0	0	0	0	0	0	0
Q94KD0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94KD3	1	1	0	0	0	0	0	0	0	0	0
Q94KD8	1	1	0	0	0	0	0	0	0	0	0
Q94KE0	1	1	0	0	0	0	0	0	0	0	0
Q94KE1	1	1	0	0	0	0	0	0	0	0	0
Q94KE2	1	1	0	0	0	0	0	0	0	0	0
Q94KI8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94KJ7	1	1	0	0	0	0	0	0	0	0	0
Q94KK5	1	1	0	0	0	0	0	0	0	0	0
Q94KK6	1	1	0	0	0	0	0	0	0	0	0
Q94KK7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94KL5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q94KT8	1	1	0	0	0	0	0	0	0	0	0
Q94L32	1	1	0	0	0	0	0	0	0	0	0
Q94LA4	1	1	0	0	0	0	0	0	0	0	0
Q94LA6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q94LW6	1	1	0	0	0	0	0	0	0	0	0
Q94LW7	1	1	0	0	0	0	0	0	0	0	0
Q95695	1	1	0	0	0	0	0	0	0	0	0
Q95747	1	1	0	0	0	0	0	0	0	0	0
Q95748	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q95749	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96242	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96243	1	1	0	0	0	0	0	0	0	0	0
Q96247	1	1	0	0	0	0	0	0	0	0	0
Q96250	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96251	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q96252	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q96253	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96254	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96255	1	1	0	0	0	0	0	0	0	0	0
Q96261	1	1	0	0	0	0	0	0	0	0	0
Q96262	1	1	0	0	0	0	0	0	0	0	0
Q96266	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96273	1	1	0	0	0	0	0	0	0	0	0
Q96276	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96282	1	1	0	0	0	0	0	0	0	0	0
Q96283	1	1	0	0	0	0	0	0	0	0	0
Q96285	1	1	0	0	0	0	0	0	0	0	0
Q96286	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96287	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96288	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q96289	1	1	0	0	0	0	0	0	0	0	0
Q96290	1	1	0	0	0	0	0	0	0	0	0
Q96291	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q96292	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96293	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q96299	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96300	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96301	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96303	1	1	0	0	0	0	0	0	0	0	0
Q96305	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96315	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q96316	1	1	0	0	0	0	0	0	0	0	0
Q96318	1	1	0	0	0	0	0	0	0	0	0
Q96319	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96320	1	1	0	0	0	0	0	0	0	0	0
Q96321	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96323	1	1	0	0	0	0	0	0	0	0	0
Q96324	1	1	0	0	0	0	0	0	0	0	0
Q96327	1	1	0	0	0	0	0	0	0	0	0
Q96328	1	1	0	0	0	0	0	0	0	0	0
Q96329	1	1	0	0	0	0	0	0	0	0	0
Q96330	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q96331	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96502	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96509	1	1	0	0	0	0	0	0	0	0	0
Q96510	1	1	0	0	0	0	0	0	0	0	0
Q96511	1	1	0	0	0	0	0	0	0	0	0
Q96512	1	1	0	0	0	0	0	0	0	0	0
Q96514	1	1	0	0	0	0	0	0	0	0	0
Q96518	1	1	0	0	0	0	0	0	0	0	0
Q96519	1	1	0	0	0	0	0	0	0	0	0
Q96520	1	1	0	0	0	0	0	0	0	0	0
Q96522	1	1	0	0	0	0	0	0	0	0	0
Q96524	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96528	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q96529	1	1	0	0	0	0	0	0	0	0	0
Q96533	1	1	0	0	0	0	0	0	0	0	0
Q9AR07	1	1	0	0	0	0	0	0	0	0	0
Q9AR19	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASQ1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASQ2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASQ5	1	1	0	0	0	0	0	0	0	0	0
Q9ASQ6	1	1	0	0	0	0	0	0	0	0	0
Q9ASQ7	1	1	0	0	0	0	0	0	0	0	0
Q9ASR0	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q9ASR1	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9ASR3	1	1	0	0	0	0	0	0	0	0	0
Q9ASR4	1	1	0	0	0	0	0	0	0	0	0
Q9ASS2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASS4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASS6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASS7	1	1	0	0	0	0	0	0	0	0	0
Q9ASS9	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9AST1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9AST3	1	1	0	0	0	0	0	0	0	0	0
Q9AST5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9AST6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASU1	1	1	0	0	0	0	0	0	0	0	0
Q9ASU6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASU7	1	1	0	0	0	0	0	0	0	0	0
Q9ASV5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASV6	1	1	0	0	0	0	0	0	0	0	0
Q9ASW1	1	1	0	0	0	0	0	0	0	0	0
Q9ASW3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASW4	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASW8	1	1	0	0	0	0	0	0	0	0	0
Q9ASX2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASX5	1	1	0	0	0	0	0	0	0	0	0
Q9ASX6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASX9	1	1	0	0	0	0	0	0	0	0	0
Q9ASY2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASY3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASY8	1	1	0	0	0	0	0	0	0	0	0
Q9ASY9	1	1	0	0	0	0	0	0	0	0	0
Q9ASZ1	1	1	0	0	0	0	0	0	0	0	0
Q9ASZ8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ASZ9	1	1	0	0	0	0	0	0	0	0	0
Q9AT00	1	1	0	0	0	0	0	0	0	0	0
Q9AT61	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9AT76	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ATB4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9ATY5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9AUE0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9AV97	1	1	0	0	0	0	0	0	0	0	0
Q9C4Z6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C4Z7	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9C4Z8	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C500	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C501	1	1	0	0	0	0	0	0	0	0	0
Q9C502	1	1	0	0	0	0	0	0	0	0	0
Q9C503	1	1	0	0	0	0	0	0	0	0	0
Q9C504	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C505	1	1	0	0	0	0	0	0	0	0	0
Q9C507	1	1	0	0	0	0	0	0	0	0	0
Q9C508	1	1	0	0	0	0	0	0	0	0	0
Q9C509	1	1	0	0	0	0	0	0	0	0	0
Q9C510	1	1	0	0	0	0	0	0	0	0	0
Q9C512	1	1	0	0	0	0	0	0	0	0	0
Q9C514	1	1	0	0	0	0	0	0	0	0	0
Q9C516	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C517	1	1	0	0	0	0	0	0	0	0	0
Q9C518	1	1	uniprotkb	3702	1	0	1	0	0	0	1
Q9C519	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C521	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C522	1	1	0	0	0	0	0	0	0	0	0
Q9C523	1	1	0	0	0	0	0	0	0	0	0
Q9C524	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C525	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C533	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C534	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C540	1	1	0	0	0	0	0	0	0	0	0
Q9C542	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C544	1	1	0	0	0	0	0	0	0	0	0
Q9C545	1	1	0	0	0	0	0	0	0	0	0
Q9C550	1	1	0	0	0	0	0	0	0	0	0
Q9C551	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C552	1	1	0	0	0	0	0	0	0	0	0
Q9C553	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C554	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C557	1	1	0	0	0	0	0	0	0	0	0
Q9C560	1	1	0	0	0	0	0	0	0	0	0
Q9C562	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C566	1	1	uniprotkb	3702	0	1	0	0	0	0	1
Q9C576	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C578	1	1	0	0	0	0	0	0	0	0	0
Q9C585	1	1	0	0	0	0	0	0	0	0	0
Q9C587	1	1	0	0	0	0	0	0	0	0	0
Q9C591	1	1	0	0	0	0	0	0	0	0	0
Q9C593	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C595	1	1	0	0	0	0	0	0	0	0	0
Q9C598	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5A4	1	1	0	0	0	0	0	0	0	0	0
Q9C5A5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5A9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5B9	1	1	0	0	0	0	0	0	0	0	0
Q9C5C0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5C2	1	1	0	0	0	0	0	0	0	0	0
Q9C5C4	1	1	0	0	0	0	0	0	0	0	0
Q9C5C5	1	1	0	0	0	0	0	0	0	0	0
Q9C5C8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5D0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5D2	1	1	0	0	0	0	0	0	0	0	0
Q9C5D3	1	1	0	0	0	0	0	0	0	0	0
Q9C5D6	1	1	0	0	0	0	0	0	0	0	0
Q9C5D7	1	1	0	0	0	0	0	0	0	0	0
Q9C5E5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5E7	1	1	0	0	0	0	0	0	0	0	0
Q9C5E8	1	1	0	0	0	0	0	0	0	0	0
Q9C5F6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
Q9C5G0	1	1	uniprotkb	3702	1	1	0	0	0	0	1
Q9C5G2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
