whole_proteome_IDs	whole_proteome_Uniprot	reference_proteome_Uniprot	interactor_IDs_databases	interactor_SPECIES_ID	0469(IntAct)	0471(MINT)	0486(UniProt)	0903(mpidb)	1263(Molecular Connections)	1335(HPIDb)	IMEx
F4I878	1	1	uniprotkb	3702	0	0	1	0	0	0	1
F4I8B9	1	1	0	0	0	0	0	0	0	0	0
F4I8H8	1	1	0	0	0	0	0	0	0	0	0
F4I8K2	1	1	0	0	0	0	0	0	0	0	0
F4I8Q7	1	1	0	0	0	0	0	0	0	0	0
F4I8R6	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4I8S3	1	1	0	0	0	0	0	0	0	0	0
F4I8U2	1	1	0	0	0	0	0	0	0	0	0
F4I8U3	1	1	0	0	0	0	0	0	0	0	0
F4I8W1	1	1	0	0	0	0	0	0	0	0	0
F4I8W6	1	1	0	0	0	0	0	0	0	0	0
F4I8X8	1	1	0	0	0	0	0	0	0	0	0
F4I902	1	1	0	0	0	0	0	0	0	0	0
F4I907	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4I933	1	1	0	0	0	0	0	0	0	0	0
F4I9E1	1	1	0	0	0	0	0	0	0	0	0
F4I9Q5	1	1	0	0	0	0	0	0	0	0	0
F4I9R6	1	1	0	0	0	0	0	0	0	0	0
F4I9T0	1	1	0	0	0	0	0	0	0	0	0
F4IA73	1	1	0	0	0	0	0	0	0	0	0
F4IAE9	1	1	0	0	0	0	0	0	0	0	0
F4IAG2	1	1	uniprotkb	3702	0	1	0	0	0	0	1
F4IAH9	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4IAR2	1	1	0	0	0	0	0	0	0	0	0
F4IAT2	1	1	0	0	0	0	0	0	0	0	0
F4IAT8	1	1	0	0	0	0	0	0	0	0	0
F4IAW1	1	1	0	0	0	0	0	0	0	0	0
F4IB81	1	1	0	0	0	0	0	0	0	0	0
F4IB94	1	1	0	0	0	0	0	0	0	0	0
F4IB95	1	1	0	0	0	0	0	0	0	0	0
F4IBB2	1	1	0	0	0	0	0	0	0	0	0
F4IBD7	1	1	0	0	0	0	0	0	0	0	0
F4IBE4	1	1	0	0	0	0	0	0	0	0	0
F4IBF0	1	1	0	0	0	0	0	0	0	0	0
F4IBQ9	1	1	0	0	0	0	0	0	0	0	0
F4IC29	1	1	0	0	0	0	0	0	0	0	0
F4ICA0	1	1	0	0	0	0	0	0	0	0	0
F4ICD9	1	1	0	0	0	0	0	0	0	0	0
F4ICF4	1	1	0	0	0	0	0	0	0	0	0
F4ICK8	1	1	0	0	0	0	0	0	0	0	0
F4ICX9	1	1	0	0	0	0	0	0	0	0	0
F4ID16	1	1	0	0	0	0	0	0	0	0	0
F4IDI6	1	1	0	0	0	0	0	0	0	0	0
F4IDQ5	1	1	0	0	0	0	0	0	0	0	0
F4IDQ6	1	1	0	0	0	0	0	0	0	0	0
F4IDU4	1	1	0	0	0	0	0	0	0	0	0
F4IDU9	1	1	0	0	0	0	0	0	0	0	0
F4IDY5	1	1	0	0	0	0	0	0	0	0	0
F4IDY7	1	1	0	0	0	0	0	0	0	0	0
F4IE65	1	1	0	0	0	0	0	0	0	0	0
F4IE66	1	1	0	0	0	0	0	0	0	0	0
F4IED2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IEM5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IEY4	1	1	0	0	0	0	0	0	0	0	0
F4IF99	1	1	0	0	0	0	0	0	0	0	0
F4IFC5	1	1	uniprotkb	3702	0	1	0	0	0	0	1
F4IFF3	1	1	0	0	0	0	0	0	0	0	0
F4IFN6	1	1	0	0	0	0	0	0	0	0	0
F4IG09	1	1	0	0	0	0	0	0	0	0	0
F4IG60	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IG73	1	1	0	0	0	0	0	0	0	0	0
F4IGA5	1	1	0	0	0	0	0	0	0	0	0
F4IGL2	1	1	0	0	0	0	0	0	0	0	0
F4IGU3	1	1	0	0	0	0	0	0	0	0	0
F4IGZ2	1	1	0	0	0	0	0	0	0	0	0
F4IH21	1	1	0	0	0	0	0	0	0	0	0
F4IH25	1	1	0	0	0	0	0	0	0	0	0
F4IH31	1	1	0	0	0	0	0	0	0	0	0
F4IH98	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4IHF0	0	0	uniprotkb	3702	0	0	1	0	0	0	1
F4IHJ0	1	1	0	0	0	0	0	0	0	0	0
F4IHL3	1	1	0	0	0	0	0	0	0	0	0
F4IHR4	1	1	0	0	0	0	0	0	0	0	0
F4IHS2	1	1	0	0	0	0	0	0	0	0	0
F4IHU9	1	1	0	0	0	0	0	0	0	0	0
F4IHY7	1	1	uniprotkb	3702	0	1	0	0	0	0	1
F4IIS5	1	1	0	0	0	0	0	0	0	0	0
F4IIU4	1	1	uniprotkb	3702	0	0	1	0	0	0	1
F4IIZ9	1	1	0	0	0	0	0	0	0	0	0
F4IJ08	1	1	0	0	0	0	0	0	0	0	0
F4IJ77	1	1	0	0	0	0	0	0	0	0	0
F4IJK1	1	1	0	0	0	0	0	0	0	0	0
F4IJK6	1	1	0	0	0	0	0	0	0	0	0
F4IJV4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IJZ6	1	1	0	0	0	0	0	0	0	0	0
F4IK01	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IK45	1	1	0	0	0	0	0	0	0	0	0
F4IKF6	1	1	0	0	0	0	0	0	0	0	0
F4IKM1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IL57	1	1	0	0	0	0	0	0	0	0	0
F4ILF8	1	1	0	0	0	0	0	0	0	0	0
F4ILR7	1	1	0	0	0	0	0	0	0	0	0
F4ILY9	1	1	0	0	0	0	0	0	0	0	0
F4IM84	1	1	0	0	0	0	0	0	0	0	0
F4IME1	1	1	0	0	0	0	0	0	0	0	0
F4IME2	1	1	0	0	0	0	0	0	0	0	0
F4IMK2	1	1	0	0	0	0	0	0	0	0	0
F4IMK4	1	1	0	0	0	0	0	0	0	0	0
F4IMQ0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IN23	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IN32	1	1	0	0	0	0	0	0	0	0	0
F4IN58	1	1	0	0	0	0	0	0	0	0	0
F4IN69	1	1	0	0	0	0	0	0	0	0	0
F4IN78	1	1	0	0	0	0	0	0	0	0	0
F4INA9	1	1	0	0	0	0	0	0	0	0	0
F4INN2	1	1	0	0	0	0	0	0	0	0	0
F4INP9	1	1	0	0	0	0	0	0	0	0	0
F4INW9	1	1	0	0	0	0	0	0	0	0	0
F4INY4	1	1	0	0	0	0	0	0	0	0	0
F4IP06	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IP13	1	1	0	0	0	0	0	0	0	0	0
F4IP69	1	1	0	0	0	0	0	0	0	0	0
F4IPE3	1	1	0	0	0	0	0	0	0	0	0
F4IPI4	1	1	0	0	0	0	0	0	0	0	0
F4IPK2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IPM3	1	1	0	0	0	0	0	0	0	0	0
F4IPY2	1	1	0	0	0	0	0	0	0	0	0
F4IPY5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4IQG2	1	1	0	0	0	0	0	0	0	0	0
F4IQG4	1	1	0	0	0	0	0	0	0	0	0
F4IQJ2	1	1	0	0	0	0	0	0	0	0	0
F4IQJ4	1	1	0	0	0	0	0	0	0	0	0
F4IQJ6	1	1	0	0	0	0	0	0	0	0	0
F4IQK5	1	1	0	0	0	0	0	0	0	0	0
F4IQL7	1	1	0	0	0	0	0	0	0	0	0
F4IQV7	1	1	0	0	0	0	0	0	0	0	0
F4IQX1	1	1	0	0	0	0	0	0	0	0	0
F4IR05	1	1	0	0	0	0	0	0	0	0	0
F4IRQ5	1	1	0	0	0	0	0	0	0	0	0
F4IRR2	1	1	0	0	0	0	0	0	0	0	0
F4IRU3	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IRW0	1	1	0	0	0	0	0	0	0	0	0
F4ISE1	1	1	0	0	0	0	0	0	0	0	0
F4ISE2	1	1	0	0	0	0	0	0	0	0	0
F4ISQ7	1	1	0	0	0	0	0	0	0	0	0
F4ISV6	1	1	0	0	0	0	0	0	0	0	0
F4ISY0	1	1	0	0	0	0	0	0	0	0	0
F4ITL6	1	1	uniprotkb	3702	1	0	1	0	0	0	1
F4IUE7	1	1	0	0	0	0	0	0	0	0	0
F4IUG9	1	1	0	0	0	0	0	0	0	0	0
F4IUX6	1	1	0	0	0	0	0	0	0	0	0
F4IUY8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IV16	1	1	0	0	0	0	0	0	0	0	0
F4IV45	1	1	0	0	0	0	0	0	0	0	0
F4IV66	1	1	0	0	0	0	0	0	0	0	0
F4IV99	1	1	0	0	0	0	0	0	0	0	0
F4IVI0	1	1	0	0	0	0	0	0	0	0	0
F4IVL6	1	1	0	0	0	0	0	0	0	0	0
F4IVR7	1	1	0	0	0	0	0	0	0	0	0
F4IVU1	1	1	0	0	0	0	0	0	0	0	0
F4IVV0	1	1	0	0	0	0	0	0	0	0	0
F4IVZ7	0	0	uniprotkb	3702	0	1	0	0	0	0	1
F4IW10	1	1	0	0	0	0	0	0	0	0	0
F4IW47	1	1	0	0	0	0	0	0	0	0	0
F4IWA8	1	1	0	0	0	0	0	0	0	0	0
F4IX26	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4IXE4	1	1	0	0	0	0	0	0	0	0	0
F4IXE7	1	1	0	0	0	0	0	0	0	0	0
F4IXJ7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IXN6	1	1	0	0	0	0	0	0	0	0	0
F4IXT6	1	1	0	0	0	0	0	0	0	0	0
F4IXW2	1	1	uniprotkb	3702	0	0	1	0	0	0	1
F4IY03	1	1	0	0	0	0	0	0	0	0	0
F4IY62	1	1	0	0	0	0	0	0	0	0	0
F4IYF8	1	1	0	0	0	0	0	0	0	0	0
F4IYM4	1	1	0	0	0	0	0	0	0	0	0
F4IYZ0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4IZ82	1	1	0	0	0	0	0	0	0	0	0
F4IZC4	1	1	0	0	0	0	0	0	0	0	0
F4IZC5	1	1	uniprotkb	3702	0	1	0	0	0	0	1
F4IZM8	1	1	0	0	0	0	0	0	0	0	0
F4IZR5	1	1	0	0	0	0	0	0	0	0	0
F4J036	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4J078	1	1	0	0	0	0	0	0	0	0	0
F4J0A8	1	1	0	0	0	0	0	0	0	0	0
F4J0B7	1	1	0	0	0	0	0	0	0	0	0
F4J0C0	1	1	0	0	0	0	0	0	0	0	0
F4J0P2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4J0W4	1	1	0	0	0	0	0	0	0	0	0
F4J0Y1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4J117	1	1	0	0	0	0	0	0	0	0	0
F4J158	1	1	0	0	0	0	0	0	0	0	0
F4J1D9	1	1	0	0	0	0	0	0	0	0	0
F4J1G1	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4J1U4	1	1	0	0	0	0	0	0	0	0	0
F4J220	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4J264	1	1	0	0	0	0	0	0	0	0	0
F4J270	1	1	0	0	0	0	0	0	0	0	0
F4J284	1	1	0	0	0	0	0	0	0	0	0
F4J2J6	1	1	0	0	0	0	0	0	0	0	0
F4J2K2	1	1	0	0	0	0	0	0	0	0	0
F4J2K4	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4J2M6	1	1	0	0	0	0	0	0	0	0	0
F4J2U9	1	1	0	0	0	0	0	0	0	0	0
F4J2Z7	1	1	0	0	0	0	0	0	0	0	0
F4J300	1	1	0	0	0	0	0	0	0	0	0
F4J339	1	1	0	0	0	0	0	0	0	0	0
F4J394	1	1	0	0	0	0	0	0	0	0	0
F4J3D9	1	1	0	0	0	0	0	0	0	0	0
F4J3G5	1	1	0	0	0	0	0	0	0	0	0
F4J3M2	0	0	uniprotkb	3702	0	1	0	0	0	0	1
F4J3N2	1	1	0	0	0	0	0	0	0	0	0
F4J3P7	1	1	0	0	0	0	0	0	0	0	0
F4J3S6	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4J3T8	1	1	0	0	0	0	0	0	0	0	0
F4J424	1	1	0	0	0	0	0	0	0	0	0
F4J469	1	1	0	0	0	0	0	0	0	0	0
F4J4A0	1	1	0	0	0	0	0	0	0	0	0
F4J4A1	1	1	0	0	0	0	0	0	0	0	0
F4J4C8	1	1	0	0	0	0	0	0	0	0	0
F4J4N3	1	1	0	0	0	0	0	0	0	0	0
F4J4P8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4J4Y0	1	1	0	0	0	0	0	0	0	0	0
F4J4Y5	1	1	0	0	0	0	0	0	0	0	0
F4J5M9	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4J5N9	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4J5S1	1	1	0	0	0	0	0	0	0	0	0
F4J5U9	1	1	0	0	0	0	0	0	0	0	0
F4J6F6	1	1	0	0	0	0	0	0	0	0	0
F4J6T7	1	1	0	0	0	0	0	0	0	0	0
F4J738	1	1	0	0	0	0	0	0	0	0	0
F4J7A7	1	1	0	0	0	0	0	0	0	0	0
F4J7S8	1	1	0	0	0	0	0	0	0	0	0
F4J7T2	1	1	0	0	0	0	0	0	0	0	0
F4J7T3	1	1	0	0	0	0	0	0	0	0	0
F4J8D3	1	1	uniprotkb	3702	1	0	1	0	0	0	1
F4J8K6	1	1	0	0	0	0	0	0	0	0	0
F4J8L3	1	1	0	0	0	0	0	0	0	0	0
F4J8R4	1	1	0	0	0	0	0	0	0	0	0
F4J8V5	1	1	0	0	0	0	0	0	0	0	0
F4J9A3	1	1	0	0	0	0	0	0	0	0	0
F4J9M5	1	1	0	0	0	0	0	0	0	0	0
F4J9Q6	1	1	0	0	0	0	0	0	0	0	0
F4JA91	1	1	0	0	0	0	0	0	0	0	0
F4JAA5	1	1	0	0	0	0	0	0	0	0	0
F4JAU2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JAU3	1	1	0	0	0	0	0	0	0	0	0
F4JBM4	1	1	0	0	0	0	0	0	0	0	0
F4JBP3	1	1	0	0	0	0	0	0	0	0	0
F4JC20	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JC97	1	1	0	0	0	0	0	0	0	0	0
F4JCC1	1	1	0	0	0	0	0	0	0	0	0
F4JCN9	1	1	0	0	0	0	0	0	0	0	0
F4JCQ3	1	1	0	0	0	0	0	0	0	0	0
F4JCU0	1	1	uniprotkb	3702	1	0	1	0	0	0	1
F4JCU3	1	1	0	0	0	0	0	0	0	0	0
F4JCX9	1	1	0	0	0	0	0	0	0	0	0
F4JCY2	1	1	0	0	0	0	0	0	0	0	0
F4JD14	1	1	0	0	0	0	0	0	0	0	0
F4JDF3	1	1	0	0	0	0	0	0	0	0	0
F4JDI6	1	1	0	0	0	0	0	0	0	0	0
F4JDJ0	1	1	0	0	0	0	0	0	0	0	0
F4JE34	0	0	uniprotkb	3702	0	1	0	0	0	0	1
F4JEI8	1	1	uniprotkb	3702	0	0	1	0	0	0	1
F4JEL4	0	0	uniprotkb	3702	0	1	0	0	0	0	1
F4JEP5	1	1	0	0	0	0	0	0	0	0	0
F4JEQ1	1	1	0	0	0	0	0	0	0	0	0
F4JET1	1	1	0	0	0	0	0	0	0	0	0
F4JF21	1	1	0	0	0	0	0	0	0	0	0
F4JFJ3	1	1	0	0	0	0	0	0	0	0	0
F4JFN3	1	1	0	0	0	0	0	0	0	0	0
F4JG03	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4JGB7	1	1	0	0	0	0	0	0	0	0	0
F4JGP4	1	1	0	0	0	0	0	0	0	0	0
F4JGP6	1	1	0	0	0	0	0	0	0	0	0
F4JGR5	1	1	0	0	0	0	0	0	0	0	0
F4JGZ1	1	1	0	0	0	0	0	0	0	0	0
F4JH46	1	1	0	0	0	0	0	0	0	0	0
F4JH53	1	1	0	0	0	0	0	0	0	0	0
F4JHA2	1	1	0	0	0	0	0	0	0	0	0
F4JHH5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JHI7	1	1	0	0	0	0	0	0	0	0	0
F4JHT3	1	1	0	0	0	0	0	0	0	0	0
F4JI44	1	1	0	0	0	0	0	0	0	0	0
F4JI46	1	1	0	0	0	0	0	0	0	0	0
F4JIF4	1	1	0	0	0	0	0	0	0	0	0
F4JIF5	1	1	0	0	0	0	0	0	0	0	0
F4JIK2	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JIN3	1	1	0	0	0	0	0	0	0	0	0
F4JIP6	1	1	0	0	0	0	0	0	0	0	0
F4JIU4	1	1	0	0	0	0	0	0	0	0	0
F4JJ23	1	1	0	0	0	0	0	0	0	0	0
F4JJE0	1	1	0	0	0	0	0	0	0	0	0
F4JJE5	1	1	0	0	0	0	0	0	0	0	0
F4JJH4	1	1	0	0	0	0	0	0	0	0	0
F4JJH5	1	1	0	0	0	0	0	0	0	0	0
F4JJJ3	1	1	0	0	0	0	0	0	0	0	0
F4JJL0	1	1	0	0	0	0	0	0	0	0	0
F4JJL3	1	1	0	0	0	0	0	0	0	0	0
F4JJL8	1	1	0	0	0	0	0	0	0	0	0
F4JJP1	1	1	0	0	0	0	0	0	0	0	0
F4JJT9	1	1	0	0	0	0	0	0	0	0	0
F4JK59	1	1	0	0	0	0	0	0	0	0	0
F4JKB6	1	1	0	0	0	0	0	0	0	0	0
F4JKB9	1	1	0	0	0	0	0	0	0	0	0
F4JKH6	1	1	0	0	0	0	0	0	0	0	0
F4JKI3	1	1	0	0	0	0	0	0	0	0	0
F4JKK0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JKQ7	1	1	0	0	0	0	0	0	0	0	0
F4JL11	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JL28	1	1	0	0	0	0	0	0	0	0	0
F4JL89	1	1	0	0	0	0	0	0	0	0	0
F4JLE5	1	1	0	0	0	0	0	0	0	0	0
F4JLI5	1	1	0	0	0	0	0	0	0	0	0
F4JLK2	1	1	0	0	0	0	0	0	0	0	0
F4JLM5	1	1	0	0	0	0	0	0	0	0	0
F4JLP5	1	1	0	0	0	0	0	0	0	0	0
F4JLS1	1	1	0	0	0	0	0	0	0	0	0
F4JLY4	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4JLZ6	1	1	0	0	0	0	0	0	0	0	0
F4JM19	1	1	0	0	0	0	0	0	0	0	0
F4JMB8	1	1	0	0	0	0	0	0	0	0	0
F4JMH9	1	1	0	0	0	0	0	0	0	0	0
F4JMI5	1	1	0	0	0	0	0	0	0	0	0
F4JMI7	1	1	0	0	0	0	0	0	0	0	0
F4JMJ1	1	1	0	0	0	0	0	0	0	0	0
F4JMJ3	1	1	0	0	0	0	0	0	0	0	0
F4JML5	1	1	0	0	0	0	0	0	0	0	0
F4JN00	1	1	0	0	0	0	0	0	0	0	0
F4JN05	1	1	0	0	0	0	0	0	0	0	0
F4JN26	1	1	0	0	0	0	0	0	0	0	0
F4JN35	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JNA9	1	1	0	0	0	0	0	0	0	0	0
F4JNB7	1	1	0	0	0	0	0	0	0	0	0
F4JNL3	1	1	0	0	0	0	0	0	0	0	0
F4JNU8	1	1	0	0	0	0	0	0	0	0	0
F4JNX2	1	1	0	0	0	0	0	0	0	0	0
F4JNY0	1	1	0	0	0	0	0	0	0	0	0
F4JP36	1	1	0	0	0	0	0	0	0	0	0
F4JP46	1	1	0	0	0	0	0	0	0	0	0
F4JP48	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JPK8	1	1	0	0	0	0	0	0	0	0	0
F4JPP0	1	1	0	0	0	0	0	0	0	0	0
F4JPR7	1	1	0	0	0	0	0	0	0	0	0
F4JPW1	1	1	0	0	0	0	0	0	0	0	0
F4JQ51	1	1	0	0	0	0	0	0	0	0	0
F4JQ95	1	1	0	0	0	0	0	0	0	0	0
F4JQG6	1	1	0	0	0	0	0	0	0	0	0
F4JQZ3	1	1	0	0	0	0	0	0	0	0	0
F4JR57	1	1	0	0	0	0	0	0	0	0	0
F4JRA6	1	1	0	0	0	0	0	0	0	0	0
F4JRE0	1	1	0	0	0	0	0	0	0	0	0
F4JRF4	1	1	0	0	0	0	0	0	0	0	0
F4JRF5	1	1	0	0	0	0	0	0	0	0	0
F4JRJ6	1	1	0	0	0	0	0	0	0	0	0
F4JRP0	1	1	0	0	0	0	0	0	0	0	0
F4JRP8	1	1	0	0	0	0	0	0	0	0	0
F4JRR5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JRS4	1	1	0	0	0	0	0	0	0	0	0
F4JS25	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JSE7	1	1	0	0	0	0	0	0	0	0	0
F4JSG3	1	1	0	0	0	0	0	0	0	0	0
F4JSH1	1	1	0	0	0	0	0	0	0	0	0
F4JSZ5	1	1	0	0	0	0	0	0	0	0	0
F4JT76	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JT98	1	1	0	0	0	0	0	0	0	0	0
F4JTB3	1	1	0	0	0	0	0	0	0	0	0
F4JTE7	1	1	0	0	0	0	0	0	0	0	0
F4JTF6	1	1	0	0	0	0	0	0	0	0	0
F4JTN2	1	1	0	0	0	0	0	0	0	0	0
F4JTP5	1	1	0	0	0	0	0	0	0	0	0
F4JU69	1	1	0	0	0	0	0	0	0	0	0
F4JUF8	1	1	0	0	0	0	0	0	0	0	0
F4JUI3	1	1	0	0	0	0	0	0	0	0	0
F4JUI9	1	1	0	0	0	0	0	0	0	0	0
F4JUL9	1	1	uniprotkb	3702	1	0	1	0	0	0	1
F4JUQ1	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4JUQ2	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4JUU5	1	1	0	0	0	0	0	0	0	0	0
F4JUY5	1	1	0	0	0	0	0	0	0	0	0
F4JV80	1	1	0	0	0	0	0	0	0	0	0
F4JVA6	1	1	0	0	0	0	0	0	0	0	0
F4JVA9	1	1	0	0	0	0	0	0	0	0	0
F4JVB8	1	1	0	0	0	0	0	0	0	0	0
F4JVB9	0	0	uniprotkb	3702	0	1	0	0	0	0	1
F4JVH1	1	1	0	0	0	0	0	0	0	0	0
F4JVI3	1	1	0	0	0	0	0	0	0	0	0
F4JVJ1	1	1	0	0	0	0	0	0	0	0	0
F4JVN6	1	1	0	0	0	0	0	0	0	0	0
F4JW79	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JW83	1	1	0	0	0	0	0	0	0	0	0
F4JWB3	1	1	0	0	0	0	0	0	0	0	0
F4JWP9	1	1	0	0	0	0	0	0	0	0	0
F4JWR0	1	1	0	0	0	0	0	0	0	0	0
F4JWS8	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4JX00	1	1	0	0	0	0	0	0	0	0	0
F4JXC5	1	1	0	0	0	0	0	0	0	0	0
F4JXF9	1	1	0	0	0	0	0	0	0	0	0
F4JY12	1	1	0	0	0	0	0	0	0	0	0
F4JY24	1	1	0	0	0	0	0	0	0	0	0
F4JY25	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4JY37	1	1	0	0	0	0	0	0	0	0	0
F4JY84	1	1	0	0	0	0	0	0	0	0	0
F4JYC8	1	1	0	0	0	0	0	0	0	0	0
F4JYE9	1	1	0	0	0	0	0	0	0	0	0
F4JYG0	1	1	0	0	0	0	0	0	0	0	0
F4JYJ1	1	1	0	0	0	0	0	0	0	0	0
F4JYJ3	1	1	0	0	0	0	0	0	0	0	0
F4JYZ8	1	1	0	0	0	0	0	0	0	0	0
F4JZ24	1	1	0	0	0	0	0	0	0	0	0
F4JZ68	1	1	0	0	0	0	0	0	0	0	0
F4JZC2	1	1	0	0	0	0	0	0	0	0	0
F4JZG9	1	1	0	0	0	0	0	0	0	0	0
F4JZL7	1	1	0	0	0	0	0	0	0	0	0
F4JZN6	1	1	0	0	0	0	0	0	0	0	0
F4K0A6	1	1	0	0	0	0	0	0	0	0	0
F4K0C4	1	1	0	0	0	0	0	0	0	0	0
F4K0E8	1	1	0	0	0	0	0	0	0	0	0
F4K0J3	1	1	0	0	0	0	0	0	0	0	0
F4K128	1	1	0	0	0	0	0	0	0	0	0
F4K1B1	1	1	0	0	0	0	0	0	0	0	0
F4K1G2	1	1	0	0	0	0	0	0	0	0	0
F4K1J4	1	1	0	0	0	0	0	0	0	0	0
F4K1R2	1	1	0	0	0	0	0	0	0	0	0
F4K210	0	0	uniprotkb	3702	0	1	0	0	0	0	1
F4K265	1	1	0	0	0	0	0	0	0	0	0
F4K295	1	1	0	0	0	0	0	0	0	0	0
F4K2A1	1	1	0	0	0	0	0	0	0	0	0
F4K2E9	1	1	0	0	0	0	0	0	0	0	0
F4K2F0	1	1	0	0	0	0	0	0	0	0	0
F4K2G3	1	1	0	0	0	0	0	0	0	0	0
F4K2K3	1	1	0	0	0	0	0	0	0	0	0
F4K2R6	1	1	0	0	0	0	0	0	0	0	0
F4K3G5	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4K3X8	1	1	0	0	0	0	0	0	0	0	0
F4K460	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4K493	1	1	0	0	0	0	0	0	0	0	0
F4K494	1	1	0	0	0	0	0	0	0	0	0
F4K495	1	1	0	0	0	0	0	0	0	0	0
F4K4C5	1	1	0	0	0	0	0	0	0	0	0
F4K4E3	1	1	0	0	0	0	0	0	0	0	0
F4K4J0	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4K4L7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
F4K4M0	1	1	0	0	0	0	0	0	0	0	0
F4K4R6	1	1	0	0	0	0	0	0	0	0	0
F4K4Y5	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4K5J1	1	1	0	0	0	0	0	0	0	0	0
F4K5K4	1	1	0	0	0	0	0	0	0	0	0
F4K5K6	1	1	0	0	0	0	0	0	0	0	0
F4K5L5	1	1	0	0	0	0	0	0	0	0	0
F4K5R6	1	1	0	0	0	0	0	0	0	0	0
F4K5T2	1	1	0	0	0	0	0	0	0	0	0
F4K5T4	1	1	0	0	0	0	0	0	0	0	0
F4K5W8	1	1	0	0	0	0	0	0	0	0	0
F4K5X6	1	1	0	0	0	0	0	0	0	0	0
F4K657	1	1	uniprotkb	3702	0	0	1	0	0	0	1
F4K687	1	1	0	0	0	0	0	0	0	0	0
F4K6D3	1	1	0	0	0	0	0	0	0	0	0
F4K6F1	1	1	0	0	0	0	0	0	0	0	0
F4K7D5	1	1	0	0	0	0	0	0	0	0	0
F4K7F6	1	1	0	0	0	0	0	0	0	0	0
F4K933	1	1	0	0	0	0	0	0	0	0	0
F4KA50	1	1	0	0	0	0	0	0	0	0	0
F4KA51	1	1	0	0	0	0	0	0	0	0	0
F4KAB8	1	1	uniprotkb	3702	1	1	0	0	0	0	1
F4KAF2	1	1	0	0	0	0	0	0	0	0	0
F4KAK5	1	1	0	0	0	0	0	0	0	0	0
F4KAS1	1	1	0	0	0	0	0	0	0	0	0
F4KAS3	0	0	uniprotkb	3702	1	0	0	0	0	0	1
F4KBF3	1	1	0	0	0	0	0	0	0	0	0
F4KBF5	1	1	uniprotkb	3702	0	1	0	0	0	0	1
F4KBP5	1	1	0	0	0	0	0	0	0	0	0
F4KBW6	1	1	0	0	0	0	0	0	0	0	0
F4KCC2	1	1	0	0	0	0	0	0	0	0	0
F4KCL7	1	1	uniprotkb	3702	1	0	0	0	0	0	1
